issue_id,project,worklog_id,person,component,component_description,time_spent,date,time
6363,Internal Networks and Systems,28545,mpuello,windows,"tool/service; used when the work being done is specifically related to the system being Windows, not related to the application running on it",7,2/23/17,5:23:00
6364,Internal Networks and Systems,28213,jhoule,applications,group; work related to our applications,0.5,1/31/17,5:31:00
6364,Internal Networks and Systems,28213,jhoule,break/fix,type of work,0.5,1/31/17,5:31:00
6364,Internal Networks and Systems,28213,jhoule,spotfire,tool/service,0.5,1/31/17,5:31:00
6367,Internal Networks and Systems,28243,jhoule,applications,group; work related to our applications,0.25,2/1/17,8:46:00
6367,Internal Networks and Systems,28243,jhoule,break/fix,type of work,0.25,2/1/17,8:46:00
6367,Internal Networks and Systems,28243,jhoule,spotfire,tool/service,0.25,2/1/17,8:46:00
6368,Internal Networks and Systems,28220,awestfall,break/fix,type of work,0.5,1/31/17,8:16:00
6368,Internal Networks and Systems,28220,awestfall,global_infra,group; work related to our global infrastructure,0.5,1/31/17,8:16:00
6368,Internal Networks and Systems,28220,awestfall,networking,tool/service,0.5,1/31/17,8:16:00
6368,Internal Networks and Systems,28220,awestfall,pbx,tool/service,0.5,1/31/17,8:16:00
6369,Internal Networks and Systems,28215,jevans,applications,group; work related to our applications,0.25,1/31/17,6:13:00
6369,Internal Networks and Systems,28215,jevans,functional,type of work,0.25,1/31/17,6:13:00
6369,Internal Networks and Systems,28215,jevans,mx_filter,tool/service,0.25,1/31/17,6:13:00
6370,Internal Networks and Systems,28221,jevans,applications,group; work related to our applications,0.5,1/31/17,8:43:00
6370,Internal Networks and Systems,28221,jevans,exchange,tool/service,0.5,1/31/17,8:43:00
6370,Internal Networks and Systems,28221,jevans,functional,type of work,0.5,1/31/17,8:43:00
6371,Internal Networks and Systems,28214,jevans,console,tool/service; should usually also have user_management as that's really all our team does with console,0.25,1/31/17,5:49:00
6371,Internal Networks and Systems,28214,jevans,functional,type of work,0.25,1/31/17,5:49:00
6371,Internal Networks and Systems,28214,jevans,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.25,1/31/17,5:49:00
6372,Internal Networks and Systems,28370,tpenn,break/fix,type of work,0.083333333,2/14/17,2:52:00
6372,Internal Networks and Systems,28370,tpenn,global_infra,group; work related to our global infrastructure,0.083333333,2/14/17,2:52:00
6372,Internal Networks and Systems,28370,tpenn,PDX1,office,0.083333333,2/14/17,2:52:00
6372,Internal Networks and Systems,28370,tpenn,wifi,tool/service,0.083333333,2/14/17,2:52:00
6373,Internal Networks and Systems,28230,jevans,applications,group; work related to our applications,0.25,2/1/17,2:45:00
6373,Internal Networks and Systems,28230,jevans,bitbucket,tool/service,0.25,2/1/17,2:45:00
6373,Internal Networks and Systems,28230,jevans,break/fix,type of work,0.25,2/1/17,2:45:00
6373,Internal Networks and Systems,28230,jevans,slack,tool/service,0.25,2/1/17,2:45:00
6374,Internal Networks and Systems,28233,kovert,functional,type of work,0.166666667,2/1/17,5:52:00
6374,Internal Networks and Systems,28233,kovert,global_infra,group; work related to our global infrastructure,0.166666667,2/1/17,5:52:00
6374,Internal Networks and Systems,28233,kovert,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.166666667,2/1/17,5:52:00
6374,Internal Networks and Systems,28233,kovert,vpn,tool/service,0.166666667,2/1/17,5:52:00
6376,Internal Networks and Systems,28533,jevans,applications,group; work related to our applications,1,2/22/17,4:59:00
6376,Internal Networks and Systems,28533,jevans,functional,type of work,1,2/22/17,4:59:00
6377,Internal Networks and Systems,28238,jevans,applications,group; work related to our applications,1,2/1/17,7:45:00
6377,Internal Networks and Systems,28238,jevans,exchange,tool/service,1,2/1/17,7:45:00
6377,Internal Networks and Systems,28238,jevans,functional,type of work,1,2/1/17,7:45:00
6379,Internal Networks and Systems,28245,jevans,applications,group; work related to our applications,0.25,2/1/17,10:13:00
6379,Internal Networks and Systems,28245,jevans,question,type of work; tickets where a person just needs an explanation on how to use systems as they already exist. should NOT be used on tickets where there is actual work being done or requests being fulfilled.,0.25,2/1/17,10:13:00
6379,Internal Networks and Systems,28245,jevans,slack,tool/service,0.25,2/1/17,10:13:00
6380,Internal Networks and Systems,28250,jevans,applications,group; work related to our applications,0.25,2/2/17,6:33:00
6380,Internal Networks and Systems,28250,jevans,fileserver,tool/service,0.25,2/2/17,6:33:00
6380,Internal Networks and Systems,28250,jevans,functional,type of work,0.25,2/2/17,6:33:00
6380,Internal Networks and Systems,28250,jevans,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.25,2/2/17,6:33:00
6381,Internal Networks and Systems,28584,smeltzer,functional,type of work,0.5,2/28/17,8:44:00
6381,Internal Networks and Systems,28584,smeltzer,global_infra,group; work related to our global infrastructure,0.5,2/28/17,8:44:00
6381,Internal Networks and Systems,28584,smeltzer,kerberos,tool/service,0.5,2/28/17,8:44:00
6383,Internal Networks and Systems,28249,jhoule,applications,group; work related to our applications,0.5,2/2/17,6:32:00
6383,Internal Networks and Systems,28249,jhoule,break/fix,type of work,0.5,2/2/17,6:32:00
6383,Internal Networks and Systems,28249,jhoule,exchange,tool/service,0.5,2/2/17,6:32:00
6384,Internal Networks and Systems,28252,jevans,applications,group; work related to our applications,0.25,2/2/17,7:45:00
6384,Internal Networks and Systems,28252,jevans,exchange,tool/service,0.25,2/2/17,7:45:00
6384,Internal Networks and Systems,28252,jevans,functional,type of work,0.25,2/2/17,7:45:00
6385,Internal Networks and Systems,28248,jevans,applications,group; work related to our applications,0.25,2/2/17,6:23:00
6385,Internal Networks and Systems,28248,jevans,exchange,tool/service,0.25,2/2/17,6:23:00
6385,Internal Networks and Systems,28248,jevans,functional,type of work,0.25,2/2/17,6:23:00
6385,Internal Networks and Systems,28282,jhoule,applications,group; work related to our applications,0.166666667,2/6/17,4:23:00
6385,Internal Networks and Systems,28282,jhoule,exchange,tool/service,0.166666667,2/6/17,4:23:00
6385,Internal Networks and Systems,28282,jhoule,functional,type of work,0.166666667,2/6/17,4:23:00
6386,Internal Networks and Systems,28270,jevans,applications,group; work related to our applications,0.25,2/3/17,6:50:00
6386,Internal Networks and Systems,28270,jevans,drt_data,tool/service,0.25,2/3/17,6:50:00
6386,Internal Networks and Systems,28270,jevans,functional,type of work,0.25,2/3/17,6:50:00
6386,Internal Networks and Systems,28270,jevans,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.25,2/3/17,6:50:00
6386,Internal Networks and Systems,28271,jevans,applications,group; work related to our applications,1,2/3/17,6:53:00
6386,Internal Networks and Systems,28271,jevans,drt_data,tool/service,1,2/3/17,6:53:00
6386,Internal Networks and Systems,28271,jevans,functional,type of work,1,2/3/17,6:53:00
6386,Internal Networks and Systems,28271,jevans,user_management,"theme; any work done to update, delete, or change users of a system in any way",1,2/3/17,6:53:00
6387,Internal Networks and Systems,28279,jevans,applications,group; work related to our applications,0.5,2/6/17,3:35:00
6387,Internal Networks and Systems,28279,jevans,corp_wiki,tool/service,0.5,2/6/17,3:35:00
6387,Internal Networks and Systems,28279,jevans,functional,type of work,0.5,2/6/17,3:35:00
6389,Internal Networks and Systems,28273,jevans,applications,group; work related to our applications,0.25,2/3/17,7:07:00
6389,Internal Networks and Systems,28273,jevans,break/fix,type of work,0.25,2/3/17,7:07:00
6389,Internal Networks and Systems,28273,jevans,exchange,tool/service,0.25,2/3/17,7:07:00
6390,Internal Networks and Systems,28259,jevans,console,tool/service; should usually also have user_management as that's really all our team does with console,0.25,2/2/17,9:43:00
6390,Internal Networks and Systems,28259,jevans,functional,type of work,0.25,2/2/17,9:43:00
6390,Internal Networks and Systems,28259,jevans,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.25,2/2/17,9:43:00
6391,Internal Networks and Systems,28257,jevans,applications,group; work related to our applications,0.25,2/2/17,9:40:00
6391,Internal Networks and Systems,28257,jevans,exchange,tool/service,0.25,2/2/17,9:40:00
6391,Internal Networks and Systems,28257,jevans,functional,type of work,0.25,2/2/17,9:40:00
6392,Internal Networks and Systems,28264,jevans,applications,group; work related to our applications,0.25,2/3/17,2:46:00
6392,Internal Networks and Systems,28264,jevans,exchange,tool/service,0.25,2/3/17,2:46:00
6392,Internal Networks and Systems,28264,jevans,functional,type of work,0.25,2/3/17,2:46:00
6393,Internal Networks and Systems,28274,jevans,console,tool/service; should usually also have user_management as that's really all our team does with console,0.5,2/3/17,7:46:00
6393,Internal Networks and Systems,28274,jevans,functional,type of work,0.5,2/3/17,7:46:00
6393,Internal Networks and Systems,28274,jevans,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.5,2/3/17,7:46:00
6394,Internal Networks and Systems,28275,jevans,applications,group; work related to our applications,0.25,2/3/17,7:52:00
6394,Internal Networks and Systems,28275,jevans,functional,type of work,0.25,2/3/17,7:52:00
6394,Internal Networks and Systems,28275,jevans,spotfire,tool/service,0.25,2/3/17,7:52:00
6395,Internal Networks and Systems,28311,jhoule,applications,group; work related to our applications,0.25,2/7/17,10:34:00
6395,Internal Networks and Systems,28311,jhoule,exchange,tool/service,0.25,2/7/17,10:34:00
6395,Internal Networks and Systems,28311,jhoule,functional,type of work,0.25,2/7/17,10:34:00
6396,Internal Networks and Systems,28283,jevans,applications,group; work related to our applications,4,2/6/17,6:43:00
6396,Internal Networks and Systems,28283,jevans,functional,type of work,4,2/6/17,6:43:00
6396,Internal Networks and Systems,28283,jevans,podcast,tool/service,4,2/6/17,6:43:00
6397,Internal Networks and Systems,28286,kyang,applications,group; work related to our applications,0.15,2/6/17,8:02:00
6397,Internal Networks and Systems,28286,kyang,drt_data,tool/service,0.15,2/6/17,8:02:00
6397,Internal Networks and Systems,28286,kyang,functional,type of work,0.15,2/6/17,8:02:00
6397,Internal Networks and Systems,28286,kyang,spotfire,tool/service,0.15,2/6/17,8:02:00
6397,Internal Networks and Systems,28286,kyang,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.15,2/6/17,8:02:00
6399,Internal Networks and Systems,28304,kyang,applications,group; work related to our applications,1,2/7/17,7:34:00
6399,Internal Networks and Systems,28304,kyang,break/fix,type of work,1,2/7/17,7:34:00
6399,Internal Networks and Systems,28304,kyang,ldap,tool/service,1,2/7/17,7:34:00
6399,Internal Networks and Systems,28330,kyang,applications,group; work related to our applications,0.5,2/10/17,3:14:00
6399,Internal Networks and Systems,28330,kyang,break/fix,type of work,0.5,2/10/17,3:14:00
6399,Internal Networks and Systems,28330,kyang,ldap,tool/service,0.5,2/10/17,3:14:00
6399,Internal Networks and Systems,28851,kyang,applications,group; work related to our applications,1,3/9/17,2:56:00
6399,Internal Networks and Systems,28851,kyang,break/fix,type of work,1,3/9/17,2:56:00
6399,Internal Networks and Systems,28851,kyang,ldap,tool/service,1,3/9/17,2:56:00
6401,Internal Networks and Systems,28586,awestfall,functional,type of work,0.5,2/28/17,8:46:00
6401,Internal Networks and Systems,28586,awestfall,global_infra,group; work related to our global infrastructure,0.5,2/28/17,8:46:00
6401,Internal Networks and Systems,28586,awestfall,vidyo,tool/service,0.5,2/28/17,8:46:00
6402,Internal Networks and Systems,28289,jevans,applications,group; work related to our applications,0.25,2/6/17,8:29:00
6402,Internal Networks and Systems,28289,jevans,functional,type of work,0.25,2/6/17,8:29:00
6402,Internal Networks and Systems,28289,jevans,slack,tool/service,0.25,2/6/17,8:29:00
6403,Internal Networks and Systems,28962,sblack,active_directory,tool/service,0.5,3/15/17,8:33:00
6403,Internal Networks and Systems,28962,sblack,functional,type of work,0.5,3/15/17,8:33:00
6403,Internal Networks and Systems,28962,sblack,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.5,3/15/17,8:33:00
6405,Internal Networks and Systems,28294,kyang,applications,group; work related to our applications,0.1,2/6/17,9:41:00
6405,Internal Networks and Systems,28294,kyang,functional,type of work,0.1,2/6/17,9:41:00
6405,Internal Networks and Systems,28294,kyang,spotfire,tool/service,0.1,2/6/17,9:41:00
6405,Internal Networks and Systems,28294,kyang,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.1,2/6/17,9:41:00
6407,Internal Networks and Systems,28305,kyang,applications,group; work related to our applications,0.15,2/7/17,8:18:00
6407,Internal Networks and Systems,28305,kyang,break/fix,type of work,0.15,2/7/17,8:18:00
6407,Internal Networks and Systems,28305,kyang,fileserver,tool/service,0.15,2/7/17,8:18:00
6409,Internal Networks and Systems,28393,kyang,applications,group; work related to our applications,0.01,2/16/17,2:58:00
6409,Internal Networks and Systems,28393,kyang,break/fix,type of work,0.01,2/16/17,2:58:00
6409,Internal Networks and Systems,28393,kyang,spotfire,tool/service,0.01,2/16/17,2:58:00
6410,Internal Networks and Systems,28806,jhoule,break/fix,type of work,0.5,3/7/17,7:10:00
6410,Internal Networks and Systems,28806,jhoule,devops,group; work related to devops,0.5,3/7/17,7:10:00
6410,Internal Networks and Systems,28806,jhoule,drt_data,tool/service,0.5,3/7/17,7:10:00
6411,Internal Networks and Systems,28344,kyang,console,tool/service; should usually also have user_management as that's really all our team does with console,0.3,2/10/17,9:30:00
6411,Internal Networks and Systems,28344,kyang,functional,type of work,0.3,2/10/17,9:30:00
6411,Internal Networks and Systems,28344,kyang,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.3,2/10/17,9:30:00
